id;nom;departement;coordonnees;type_commerce;adresse;ville;adresse_mail;tel
937;BOUCHERIE MAMOUNIA;Ille et Vilaine;"{""coordinates"": [[-1.67894063061272, 48.11531137038083]], ""type"": ""MultiPoint""}";BOUCHERIE;20 RUE D ANTRAIN;RENNES;;
938;AU COMPTOIR VENITIEN;Ille et Vilaine;"{""coordinates"": [[-1.633280387258382, 48.130562939379594]], ""type"": ""MultiPoint""}";RESTAURANT SP/AE;ALLEE MORVAN LEBESQUE;RENNES;;
939;LES MENUS MINCEURS;Ille et Vilaine;"{""coordinates"": [[-1.690004314744811, 48.09735951723212]], ""type"": ""MultiPoint""}";PLATS A LIVRER;16 BOULEVARD JEAN MERMOZ;RENNES;;
940;LA CASA;Ille et Vilaine;"{""coordinates"": [[-1.713673013098961, 48.10430374278078]], ""type"": ""MultiPoint""}";PIZZERIA GRILL;0 CC CLEUNAY;RENNES;;
941;E.LECLERC;Ille et Vilaine;"{""coordinates"": [[-1.713685011286868, 48.105336898844776]], ""type"": ""MultiPoint""}";HYPERMARCHE;2 RUE JULES VALLES;RENNES;;
942;MC DONALD'S;Ille et Vilaine;"{""coordinates"": [[-1.713555043696635, 48.104365833813375]], ""type"": ""MultiPoint""}";FAST FOOD SP/AE;RUE JULES VALLES;RENNES;;
943;BRIOCHE DOREE (LA);Ille et Vilaine;"{""coordinates"": [[-1.715032561719166, 48.10541659757707]], ""type"": ""MultiPoint""}";VIENNOISERIE SANDWICHERIE SALON DE THE;RUE JULES VALLES;RENNES;;
944;LA BOITE A PAINS;Ille et Vilaine;"{""coordinates"": [[-1.672908457861758, 48.10284453828872]], ""type"": ""MultiPoint""}";RESTAURATION RAPIDE;PLACE DE LA GARE;RENNES;;
945;LE 62;Ille et Vilaine;"{""coordinates"": [[-1.709704955265714, 48.121345117649554]], ""type"": ""MultiPoint""}";RESTAURATION RAPIDE SP/AE;31 CRS PRESIDENT JF KENNEDY;RENNES;;
946;LE GOELAND;Ille et Vilaine;"{""coordinates"": [[-1.702486801282111, 48.11491419314041]], ""type"": ""MultiPoint""}";BAR RESTAURATION RAPIDE;161 BLD SAINT JEAN BAPTISTE DE LA SALLE;RENNES;;
947;MAITRE BOUCHER;Ille et Vilaine;"{""coordinates"": [[-1.671093788164273, 48.10719484642714]], ""type"": ""MultiPoint""}";BOUCHERIE;19 RUE SAINT HELIER;RENNES;;
948;LE CAFE NOIR;Ille et Vilaine;"{""coordinates"": [[-1.672539661032294, 48.10507500086372]], ""type"": ""MultiPoint""}";BAR RESTAURANT PIZZA AE;55 AVENUE JEAN JANVIER;RENNES;;
949;AUX GOURMANDISES DE GREGOIRE;Ille et Vilaine;"{""coordinates"": [[-1.659072667040532, 48.114241022266384]], ""type"": ""MultiPoint""}";BOULANGERIE PATISSERIE CHOCOLATERIE;111 RUE DE PARIS;RENNES;;
950;LE GALOPIN;Ille et Vilaine;"{""coordinates"": [[-1.673096526398551, 48.10700918088141]], ""type"": ""MultiPoint""}";RESTAURANT;21 AVENUE JEAN JANVIER;RENNES;;
951;POISSONNERIE SOHIER;Ille et Vilaine;"{""coordinates"": [[-1.657578584526294, 48.11463585916013]], ""type"": ""MultiPoint""}";POISSONNERIE;127 RUE DE PARIS;RENNES;;
952;CARREFOUR CITY;Ille et Vilaine;"{""coordinates"": [[-1.707346327395714, 48.10099787227013]], ""type"": ""MultiPoint""}";SUPERETTE;1 RUE PAUL LEREBOURS PIGEONNIERE;RENNES;;
953;NEW DELHI;Ille et Vilaine;"{""coordinates"": [[-1.684091966146771, 48.10260615770189]], ""type"": ""MultiPoint""}";BAR RESTAURANT;69 BOULEVARD DE LA TOUR D AUVERGNE;RENNES;;
954;LA P'TITE ETAPE;Ille et Vilaine;"{""coordinates"": [[-1.705564053331814, 48.104399760308986]], ""type"": ""MultiPoint""}";BAR RESTAURANT;11 RUE EUGENE POTTIER;RENNES;;
955;LE CANDOIA;Ille et Vilaine;"{""coordinates"": [[-1.661612048131286, 48.113402006918875]], ""type"": ""MultiPoint""}";BAR RESTAURANT;85 RUE DE PARIS;RENNES;;
956;PIZZA BURGER;Ille et Vilaine;"{""coordinates"": [[-1.67183054627494, 48.107593283071324]], ""type"": ""MultiPoint""}";RESTAURATION RAPIDE + AE;21 RUE JEAN MARIE DUHAMEL;RENNES;;
957;SEV;Ille et Vilaine;"{""coordinates"": [[-1.684283664192114, 48.10720415899377]], ""type"": ""MultiPoint""}";RESTAURANT SALON DE THE;11 BD DE LA TOUR D AUVERGNE;RENNES;;
958;LE DUCHESSE ANNE;Ille et Vilaine;"{""coordinates"": [[-1.667100863378478, 48.11823084694102]], ""type"": ""MultiPoint""}";BAR SNACK;41 BLD DUCHESSE ANNE;RENNES;;
959;L'APPART' DE LOIC;Ille et Vilaine;"{""coordinates"": [[-1.684094620704261, 48.10268579518405]], ""type"": ""MultiPoint""}";RESTAURANT;67 T BOULEVARD DE LA TOUR D AUVERGNE;RENNES;;
960;SN;Ille et Vilaine;"{""coordinates"": [[-1.662669072864233, 48.12193468705337]], ""type"": ""MultiPoint""}";RESTAURANT + TRAITEUR;39 BOULEVARD VOLNEY;RENNES;;
961;LA LUNA;Ille et Vilaine;"{""coordinates"": [[-1.686433987927397, 48.09928612005844]], ""type"": ""MultiPoint""}";BAR CABARET SPECTACLE;157 RUE DE NANTES;RENNES;;
962;LE FLEURTE CAFE;Ille et Vilaine;"{""coordinates"": [[-1.673218226656969, 48.11803864498071]], ""type"": ""MultiPoint""}";BAR RESTAURATION RAPIDE;47 RUE JEAN GUEHENNO;RENNES;;
963;LE PENALTY;Ille et Vilaine;"{""coordinates"": [[-1.70314654800681, 48.10788587221144]], ""type"": ""MultiPoint""}";BAR RESTAURANT;37 RUE DE LORIENT;RENNES;;
964;LE BACCARA;Ille et Vilaine;"{""coordinates"": [[-1.667948482937075, 48.10622559329191]], ""type"": ""MultiPoint""}";BAR JEUX RESTAURATION RAPIDE;74 RUE SAINT HELIER;RENNES;;
965;MIX B;Ille et Vilaine;"{""coordinates"": [[-1.661304103672523, 48.102564197988656]], ""type"": ""MultiPoint""}";BAR RESTAURANT;142 RUE SAINT HELIER;RENNES;;
966;RACINE EXOTIQUE;Ille et Vilaine;"{""coordinates"": [[-1.68727727883271, 48.11024539382728]], ""type"": ""MultiPoint""}";BAR RESTAURANT ALIMENTATION GENERALE;12 MAIL FRANCOIS MITTERRAND;RENNES;;
967;CREPERIE;Ille et Vilaine;"{""coordinates"": [[-1.672253738639392, 48.10459792917168]], ""type"": ""MultiPoint""}";CREPERIE;12 PL DE LA GARE;RENNES;;
968;PIZZA-PASTA DEL ARTE-RESTAURANT;Ille et Vilaine;"{""coordinates"": [[-1.680381572914227, 48.08282807630048]], ""type"": ""MultiPoint""}";RESTAURANT PIZZERIA;1 MAIL ROBERT MERLE;RENNES;;
969;CAMPANILE;Ille et Vilaine;"{""coordinates"": [[-1.712249812387439, 48.103061592681826]], ""type"": ""MultiPoint""}";HOTEL RESTAURANT;120 RUE EUGENE POTTIER;RENNES;;
970;RESTAURANT BIO PIQUE PRUNE;Ille et Vilaine;"{""coordinates"": [[-1.713416876720826, 48.10231953826679]], ""type"": ""MultiPoint""}";RESTAURANT VEGETARIEN BIO;132 RUE EUGENE POTTIER;RENNES;;
971;LES TERRASSES;Ille et Vilaine;"{""coordinates"": [[-1.745921079040368, 48.09374852720013]], ""type"": ""MultiPoint""}";RESTAURANT;LIEU DIT APIGNE;RENNES;;
972;PIZZBURG;Ille et Vilaine;"{""coordinates"": [[-1.672765745200245, 48.10293724030271]], ""type"": ""MultiPoint""}";RESTAURATION RAPIDE + BAR;PLACE DE LA GARE;RENNES;;
973;LE BOUCHE A OREILLE;Ille et Vilaine;"{""coordinates"": [[-1.666115500143476, 48.10621207642187]], ""type"": ""MultiPoint""}";RESTAURANT;34 BOULEVARD RENE LAENNEC;RENNES;;
974;VIVECO;Ille et Vilaine;"{""coordinates"": [[-1.665817754913687, 48.10965316417526]], ""type"": ""MultiPoint""}";SUPERETTE;2 BLD LAENNEC;RENNES;;
975;VIA ROMA;Ille et Vilaine;"{""coordinates"": [[-1.646782136501271, 48.12849807226299]], ""type"": ""MultiPoint""}";RESTAURANT PIZZERIA SP/AE;268 RUE DE FOUGERES;RENNES;;
976;L'ANTRE 2 CAFE;Ille et Vilaine;"{""coordinates"": [[-1.689052148102896, 48.112606289330394]], ""type"": ""MultiPoint""}";BAR RESTAURATION RAPIDE;10 B RUE DE BREST;RENNES;;
977;LE BOREAL CAFE;Ille et Vilaine;"{""coordinates"": [[-1.671149860088245, 48.10917902685481]], ""type"": ""MultiPoint""}";BAR RESTAURANT;18 RUE DUPONT DES LOGES;RENNES;;
978;LE DIABLO-THYM;Ille et Vilaine;"{""coordinates"": [[-1.664208510240755, 48.1051270313761]], ""type"": ""MultiPoint""}";BAR RESTAURANT;116 ALL ST HELIER;RENNES;;
979;LE PT'I ALPHONSE;Ille et Vilaine;"{""coordinates"": [[-1.664444901024013, 48.108804076550335]], ""type"": ""MultiPoint""}";CAFE RESTAURANT;4 RUE ALPHONSE GUERIN;RENNES;;
980;LE GYMNASE'BAR;Ille et Vilaine;"{""coordinates"": [[-1.684661669535961, 48.10677776112081]], ""type"": ""MultiPoint""}";BAR RESTAURANT;20 BOULEVARD DE LA TOUR D AUVERGNE;RENNES;;
981;AUX DELICES DU THABOR;Ille et Vilaine;"{""coordinates"": [[-1.669842555461081, 48.110588809576385]], ""type"": ""MultiPoint""}";BOULANGERIE PATISSERIE;22 RUE PAUL BERT;RENNES;;
982;LE MEKONG;Ille et Vilaine;"{""coordinates"": [[-1.657643484962585, 48.124481559502904]], ""type"": ""MultiPoint""}";RESTAURANT CHINOIS;180 B RUE DE FOUGERES;RENNES;;
983;PASTA COSY;Ille et Vilaine;"{""coordinates"": [[-1.672881481111509, 48.10466954077071]], ""type"": ""MultiPoint""}";RESTAURATION RAPIDE (PATES) SP/AE;30 B AVENUE JEAN JANVIER;RENNES;;
984;TY BOEUF;Ille et Vilaine;"{""coordinates"": [[-1.675706405760861, 48.08616015096132]], ""type"": ""MultiPoint""}";RESTAURANT;30 AVENUE HENRI FREVILLE;RENNES;;
985;FAST KEBAB;Ille et Vilaine;"{""coordinates"": [[-1.672359338566693, 48.11809705932753]], ""type"": ""MultiPoint""}";KEBAB SP/AE RESTAURATION RAPIDE;36 RUE JEAN GUEHENNO;RENNES;;
986;PHENIX D'OR RENNES;Ille et Vilaine;"{""coordinates"": [[-1.671252405904483, 48.106991085547605]], ""type"": ""MultiPoint""}";ALIMENTATION SPECIALISEE INDIENNE + ASIA;32 RUE SAINT HELIER;RENNES;;
987;LE CAFE BOUCHON;Ille et Vilaine;"{""coordinates"": [[-1.695762498432198, 48.10848827247635]], ""type"": ""MultiPoint""}";BAR BRASSERIE;94 AV MAIL;RENNES;;
988;LE BISTRO DU QUAY;Ille et Vilaine;"{""coordinates"": [[-1.666673421302158, 48.10977997151306]], ""type"": ""MultiPoint""}";BAR RESTAURANT;42 AVENUE SERGENT MAGINOT;RENNES;;
989;CASINO CAFETERIA;Ille et Vilaine;"{""coordinates"": [[-1.67894884835032, 48.08257561710329]], ""type"": ""MultiPoint""}";RESTAURANT RAPIDE;1 RUE DU BOSPHORE;RENNES;;
990;BOULANGERIE JOEL DUMANT;Ille et Vilaine;"{""coordinates"": [[-1.656309358010649, 48.135932736962395]], ""type"": ""MultiPoint""}";BOULANGERIE PATISSERIE;11 SQUARE DU 8 MAI 1945;RENNES;;
991;JEM' YGEOTE;Ille et Vilaine;"{""coordinates"": [[-1.665003467832068, 48.12687615757151]], ""type"": ""MultiPoint""}";RESTAURATION RAPIDE;204 AV GAL GEORGES PATTON;RENNES;;
992;IVOIRE RESTAURANT;Ille et Vilaine;"{""coordinates"": [[-1.689201011187941, 48.11256443569579]], ""type"": ""MultiPoint""}";RESTAURANT IVOIRIEN;14 RUE BREST;RENNES;;
993;LE VINCENNES;Ille et Vilaine;"{""coordinates"": [[-1.689700285880806, 48.11807106010149]], ""type"": ""MultiPoint""}";BAR PMU RESTAURATION RAPIDE;43 B BOULEVARD DE VERDUN;RENNES;;
994;MONOPRIX;Ille et Vilaine;"{""coordinates"": [[-1.681055721055029, 48.10428486195491]], ""type"": ""MultiPoint""}";MAGASIN POPULAIRE;CENTRE COMMERCIAL COLOMBIA;RENNES;;
995;MINI MARCHE;Ille et Vilaine;"{""coordinates"": [[-1.672247413489494, 48.10493250011674]], ""type"": ""MultiPoint""}";ALIMENTATION GENERALE;59 RUE JEAN MARIE DUHAMEL;RENNES;;
996;TOUT ROTI TOUT CUIT;Ille et Vilaine;"{""coordinates"": [[-1.679981201101667, 48.10758282488076]], ""type"": ""MultiPoint""}";TRAITEUR ROTISSERIE;PLACE HONORE COMMEUREC;RENNES;;
997;APPLE PIE;Ille et Vilaine;"{""coordinates"": [[-1.682936354470054, 48.109228140302996]], ""type"": ""MultiPoint""}";RESTAURANT;31 RUE DE LA CHALOTAIS;RENNES;;
998;BRIOCHE DOREE (LA);Ille et Vilaine;"{""coordinates"": [[-1.679264546074154, 48.11455697100634]], ""type"": ""MultiPoint""}";BOULANGERIE PATISSERIE SANDWICHERIE;1 RUE DE LA VISITATION;RENNES;;
999;CAFE L'ARISTIDE;Ille et Vilaine;"{""coordinates"": [[-1.662797582660482, 48.11038909818103]], ""type"": ""MultiPoint""}";BAR RESTAURANT;77 AVENUE ARISTIDE BRIAND;RENNES;;
1000;MINI MARKET;Ille et Vilaine;"{""coordinates"": [[-1.673492158746578, 48.10889879422067]], ""type"": ""MultiPoint""}";ALIMENTATION GENERALE;1 RUE JEAN MARIE DUHAMEL;RENNES;;
1001;LAZIZ KEBAB;Ille et Vilaine;"{""coordinates"": [[-1.661081976205854, 48.12246828278724]], ""type"": ""MultiPoint""}";KEBAB SP/AE SANDWICHERIE RESTAURATION RAPIDE;146 RUE DE FOUGERES;RENNES;;
1002;MC DONALD'S;Ille et Vilaine;"{""coordinates"": [[-1.640895639504747, 48.12977544712967]], ""type"": ""MultiPoint""}";FAST FOOD SP/AE;288 RUE DE FOUGERES;RENNES;;
1003;MARCHE PLUS;Ille et Vilaine;"{""coordinates"": [[-1.708482753924456, 48.10903236046868]], ""type"": ""MultiPoint""}";SUPERETTE;95 RUE DE LORIENT;RENNES;;
1004;MAT KALON;Ille et Vilaine;"{""coordinates"": [[-1.673039441637036, 48.103329950943134]], ""type"": ""MultiPoint""}";RESTAURATION RAPIDE;PLACE DE LA GARE;RENNES;;
1005;LE HAVANE;Ille et Vilaine;"{""coordinates"": [[-1.678142736182424, 48.10570900282208]], ""type"": ""MultiPoint""}";BAR + PETITE RESTAURATION;20 RUE D ISLY;RENNES;;
1006;SITIS;Ille et Vilaine;"{""coordinates"": [[-1.652433045525741, 48.09058475050516]], ""type"": ""MultiPoint""}";SUPERETTE;16 PLACE DU LANDREL;RENNES;;
1007;BISTROT LE CHAT QUI PECHE;Ille et Vilaine;"{""coordinates"": [[-1.676196537365079, 48.110288653798214]], ""type"": ""MultiPoint""}";BAR RESTAURANT;2 RUE FRANCS 10523;RENNES;;
1008;MILLE ET UN DELICES;Ille et Vilaine;"{""coordinates"": [[-1.678046601833761, 48.10572620540311]], ""type"": ""MultiPoint""}";PATISSERIE ORIENTALE TRAITEUR EPICERIE FINE;18 RUE D ISLY;RENNES;;
1009;INTERMARCHE;Ille et Vilaine;"{""coordinates"": [[-1.667366189515305, 48.08602785544995]], ""type"": ""MultiPoint""}";SUPERMARCHE;2 RUE DE SUISSE;RENNES;;
1010;LE BANGKOK;Ille et Vilaine;"{""coordinates"": [[-1.667689076432741, 48.090828049509554]], ""type"": ""MultiPoint""}";RESTAURANT ASIATIQUE;2 RUE DE LA BINQUENAIS;RENNES;;
1011;A BREIZH KITCHEN;Ille et Vilaine;"{""coordinates"": [[-1.676583922999263, 48.11146293741537]], ""type"": ""MultiPoint""}";RESTAURANT CREPERIE;6 RUE DERVAL;RENNES;;
1012;LE CAFE DES BAINS;Ille et Vilaine;"{""coordinates"": [[-1.67561061127245, 48.11180718639986]], ""type"": ""MultiPoint""}";RESTAURANT;38 RUE SAINT GEORGES;RENNES;;
1013;LA LOGE;Ille et Vilaine;"{""coordinates"": [[-1.680819524219861, 48.109183474644894]], ""type"": ""MultiPoint""}";BAR RESTAURANT;10 RUE PARCHEMINERIE;RENNES;;
1014;LE KIMBERLEY;Ille et Vilaine;"{""coordinates"": [[-1.632791399471667, 48.13035567727424]], ""type"": ""MultiPoint""}";BAR + RESTAURATION RAPIDE;8 ALLEE MORVAN LEBESQUE;RENNES;;
1015;PAINS ET FRIANDISES;Ille et Vilaine;"{""coordinates"": [[-1.677741816491859, 48.11046094242229]], ""type"": ""MultiPoint""}";SANDWICHERIE;2 RUE JEAN JAURES;RENNES;;
1016;DOLMA;Ille et Vilaine;"{""coordinates"": [[-1.675896809471787, 48.11476144133493]], ""type"": ""MultiPoint""}";RESTAURANT TIBETAIN NEPALAIS;36 RUE SAINT MELAINE;RENNES;;
1017;LA TABLE DE MEL VIC;Ille et Vilaine;"{""coordinates"": [[-1.676944199514877, 48.1085171457994]], ""type"": ""MultiPoint""}";RESTAURANT;34 RUE VASSELOT;RENNES;;
1018;CREPERIE DES PORTES MORDELAISE;Ille et Vilaine;"{""coordinates"": [[-1.684599453635974, 48.111873779575625]], ""type"": ""MultiPoint""}";RESTAURANT CREPERIE;6 RUE DES PORTES MORDELAISE;RENNES;;
1019;MERGUEZ MAISON HALAL;Ille et Vilaine;"{""coordinates"": [[-1.676732274637564, 48.102241247778466]], ""type"": ""MultiPoint""}";ALIMENTATION GENERALE;36 RUE DE L ALMA;RENNES;;
1020;L'ILE DU METS;Ille et Vilaine;"{""coordinates"": [[-1.673666293739586, 48.10687867174053]], ""type"": ""MultiPoint""}";RESTAURANT;4 RUE DESCARTES;RENNES;;
1021;BOUL'DE GOMME;Ille et Vilaine;"{""coordinates"": [[-1.68093210579729, 48.104907409352016]], ""type"": ""MultiPoint""}";CONFISERIE;40 PLACE DU COLOMBIER;RENNES;;
1022;LE BISTROT DE LA PLAGE;Ille et Vilaine;"{""coordinates"": [[-1.680769684340307, 48.115950548012776]], ""type"": ""MultiPoint""}";RESTAURANT;14 RUE DE SAINT MALO;RENNES;;
1023;L'ATELIER DES GOURMETS;Ille et Vilaine;"{""coordinates"": [[-1.685504087921454, 48.111563944527155]], ""type"": ""MultiPoint""}";RESTAURANT;12 RUE NANTAISE;RENNES;;
1024;BOULANGERIE PATISSERIE;Ille et Vilaine;"{""coordinates"": [[-1.683402518188382, 48.10940238192468]], ""type"": ""MultiPoint""}";BOULANGERIE PATISSERIE;24 RUE DE LA CHALOTAIS;RENNES;;
1025;LE KIBO;Ille et Vilaine;"{""coordinates"": [[-1.67569671187165, 48.11476037701601]], ""type"": ""MultiPoint""}";RESTAURANT AFRICAIN;40 RUE SAINT MELAINE;RENNES;;
1026;LE BOUCHON;Ille et Vilaine;"{""coordinates"": [[-1.679356819944936, 48.108070351130095]], ""type"": ""MultiPoint""}";BAR RESTAURANT;PLACE HONORE COMMEUREC;RENNES;;
1027;BARON SYLVAIN;Ille et Vilaine;"{""coordinates"": [[-1.665356503927387, 48.09113949562561]], ""type"": ""MultiPoint""}";BOUCHERIE CHARCUTERIE TRAITEUR;34 BOULEVARD OSCAR LEROUX;RENNES;;
1028;MARCHE 2000;Ille et Vilaine;"{""coordinates"": [[-1.681221541212953, 48.1142176347974]], ""type"": ""MultiPoint""}";ALIMENTATION GENERALE;20 B RUE SAINT MICHEL;RENNES;;
1029;ATLANTIS;Ille et Vilaine;"{""coordinates"": [[-1.690361407085521, 48.08911781297773]], ""type"": ""MultiPoint""}";RESTAURANT BAR GLACIER;12 BOULEVARD ALBERT 1ER;RENNES;;
1030;CARREFOUR MARKET;Ille et Vilaine;"{""coordinates"": [[-1.677946850619586, 48.10541741789544]], ""type"": ""MultiPoint""}";SUPERMARCHE;18 RUE D ISLY;RENNES;;
1031;LE 6;Ille et Vilaine;"{""coordinates"": [[-1.681322368103453, 48.11280572114141]], ""type"": ""MultiPoint""}";CREPERIE;6 RUE RALLIER DU BATY;RENNES;;
1032;CHEZ PAUL;Ille et Vilaine;"{""coordinates"": [[-1.681907922909333, 48.10866170992135]], ""type"": ""MultiPoint""}";BAR RESTAURANT;30 RUE POULLAIN DUPARC;RENNES;;
1033;LA PIMPRENELLE;Ille et Vilaine;"{""coordinates"": [[-1.678931839919593, 48.11536591419636]], ""type"": ""MultiPoint""}";RESTAURANT PIZZERIA;22 RUE D ANTRAIN;RENNES;;
1034;KIM SAN;Ille et Vilaine;"{""coordinates"": [[-1.677355160200116, 48.10390895590916]], ""type"": ""MultiPoint""}";RESTAURANT ASIATIQUE;12 RUE DE L ALMA;RENNES;;
1035;LE MANDARIN;Ille et Vilaine;"{""coordinates"": [[-1.684761307060633, 48.10915175182092]], ""type"": ""MultiPoint""}";RESTAURANT ASIATIQUE;4 PLACE DE BRETAGNE;RENNES;;
1036;COTE OUEST;Ille et Vilaine;"{""coordinates"": [[-1.68030434817735, 48.11401982488924]], ""type"": ""MultiPoint""}";RESTAURANT PIZZERIA;10 PLACE SAINTE ANNE;RENNES;;
1037;LE YAMOUNA;Ille et Vilaine;"{""coordinates"": [[-1.677610025897701, 48.11700231919504]], ""type"": ""MultiPoint""}";RESTAURANT INDIEN;16 RUE DE ROBIEN;RENNES;;
1038;SUCELLOS;Ille et Vilaine;"{""coordinates"": [[-1.683056290758163, 48.111019569837985]], ""type"": ""MultiPoint""}";RESTAURANT;8 RUE GEORGES DOTTIN;RENNES;;
1039;LES CARMES;Ille et Vilaine;"{""coordinates"": [[-1.676298317860677, 48.108347122532905]], ""type"": ""MultiPoint""}";RESTAURANT;2 RUE DES CARMES;RENNES;;
1040;DU COQ A L'ANE;Ille et Vilaine;"{""coordinates"": [[-1.675699799049797, 48.11233621364525]], ""type"": ""MultiPoint""}";SALON DE THE;16 RUE VICTOR HUGO;RENNES;;
1041;LA FLUTE GANA;Ille et Vilaine;"{""coordinates"": [[-1.707306754102857, 48.115181145202016]], ""type"": ""MultiPoint""}";BOULANGERIE PATISSERIE SANDWICHERIE;96 RUE DE SAINT BRIEUC;RENNES;;
1042;DUPONT;Ille et Vilaine;"{""coordinates"": [[-1.667266596328057, 48.09788113140427]], ""type"": ""MultiPoint""}";BOULANGERIE PATISSERIE;160 BOULEVARD JACQUES CARTI;RENNES;;
1043;DU COMPTOIR A MA TABLE;Ille et Vilaine;"{""coordinates"": [[-1.68349690981429, 48.10939955971859]], ""type"": ""MultiPoint""}";RESTAURANT;24 RUE DE LA CHALOTAIS;RENNES;;
1044;LA TRINACRIA;Ille et Vilaine;"{""coordinates"": [[-1.678805660285707, 48.10854058112322]], ""type"": ""MultiPoint""}";ALIMENTATION GENERALE;12 RUE VASSELOT;RENNES;;
1045;L'ILE AUX FRUITS;Ille et Vilaine;"{""coordinates"": [[-1.679829918139388, 48.10768201892977]], ""type"": ""MultiPoint""}";FRUITS LEGUMES;LIEU DIT LES HALLES CENTRALES;RENNES;;
1046;ZEERIAD;Ille et Vilaine;"{""coordinates"": [[-1.678991883558238, 48.11431145088587]], ""type"": ""MultiPoint""}";RESTAURATION RAPIDE SP/AE;10 RUE DE LA VISITATION;RENNES;;
1047;NOVOTEL RENNES ALMA;Ille et Vilaine;"{""coordinates"": [[-1.683130331000909, 48.081878760919494]], ""type"": ""MultiPoint""}";HOTEL RESTAURANT;AVENUE DU CANADA;RENNES;;
1048;BOMBAY EXPRESS;Ille et Vilaine;"{""coordinates"": [[-1.676469438434805, 48.109779659928414]], ""type"": ""MultiPoint""}";ALIMENTATION ASIATIQUE + PLATS AE;8 QUAI EMILE ZOLA;RENNES;;
1049;L'AMARYLLIS;Ille et Vilaine;"{""coordinates"": [[-1.686228100433791, 48.11254250356974]], ""type"": ""MultiPoint""}";BAR CABARET;12 CAR JOUAUST;RENNES;;
1050;LE NEKO;Ille et Vilaine;"{""coordinates"": [[-1.678580165957914, 48.11409816982164]], ""type"": ""MultiPoint""}";RESTAURANT JAPONAIS;22 RUE DE LA VISITATION;RENNES;;
1051;GALETTE A EMPORTER;Ille et Vilaine;"{""coordinates"": [[-1.689871533951507, 48.09223972099343]], ""type"": ""MultiPoint""}";PLATS A EMPORTER : GALETTES;14 RUE VICTOR RAULT;RENNES;;
1052;KRISTY EXOTIC;Ille et Vilaine;"{""coordinates"": [[-1.682753039665273, 48.090498490531786]], ""type"": ""MultiPoint""}";ALIMENTATION EXOTIQUE;14 RUE LOUIS ET RENE MOINE;RENNES;;
1053;LA COUR DES MIRACLES;Ille et Vilaine;"{""coordinates"": [[-1.680720185486598, 48.11392519772782]], ""type"": ""MultiPoint""}";BAR LIBRAIRIE RESTAURATION RAPIDE SP/AE;18 RUE DE PENHOET;RENNES;;
1054;AU PLAISIR DES SENS;Ille et Vilaine;"{""coordinates"": [[-1.678097934788249, 48.11687716757489]], ""type"": ""MultiPoint""}";RESTAURANT;54 RUE D ANTRAIN;RENNES;;
1055;CHEZ CHARLIE;Ille et Vilaine;"{""coordinates"": [[-1.684575418354205, 48.11770945920068]], ""type"": ""MultiPoint""}";SANDWICHERIE PIZZERIA SP/AE;42 RUE LEGRAVEREND;RENNES;;
1056;L'ILE AUX CAFES;Ille et Vilaine;"{""coordinates"": [[-1.632823598106403, 48.13061200827648]], ""type"": ""MultiPoint""}";CAFES + DEGUSTATION + RESTAURANT;ALLEE MORVAN LEBESQUE;RENNES;;
1057;CREPES ET GALETTES;Ille et Vilaine;"{""coordinates"": [[-1.67998979770352, 48.10767755568407]], ""type"": ""MultiPoint""}";CREPES ET GALETTES AE;PL HONORE COMMEUREC / LES HALLE;RENNES;;
1058;LA BOUTIQUE ITALIENNE;Ille et Vilaine;"{""coordinates"": [[-1.679906054990796, 48.10767994167993]], ""type"": ""MultiPoint""}";PIZZA AE + PRODUITS ITALIENS;LES HALLES CENTRALES;RENNES;;
1059;SUPER U;Ille et Vilaine;"{""coordinates"": [[-1.679844054587788, 48.091907213602276]], ""type"": ""MultiPoint""}";HYPERMARCHE + ESPACE CULTUREL 370 mý;BOULEVARD DE L YSER;RENNES;;
1060;LA CAVERNE D'ALI- BABA;Ille et Vilaine;"{""coordinates"": [[-1.663408955179652, 48.09403923306861]], ""type"": ""MultiPoint""}";BOUCHERIE CHARCUTERIE;4 PLACE DU SOUVENIR;RENNES;;
1061;COTE COUR;Ille et Vilaine;"{""coordinates"": [[-1.680790196534364, 48.11271185805011]], ""type"": ""MultiPoint""}";PIZZERIA;7 ALLEE RALLIER DU BATY;RENNES;;
1062;SAINT GERMAIN DES LICES;Ille et Vilaine;"{""coordinates"": [[-1.684723949955989, 48.11280724900564]], ""type"": ""MultiPoint""}";VINS BOISSONS + DEGUSTATION;34 PLACE DES LICES;RENNES;;
1063;KING CREOLE;Ille et Vilaine;"{""coordinates"": [[-1.680974577441996, 48.11593709580508]], ""type"": ""MultiPoint""}";RESTAURANT ANTILLAIS;3 RUE DE SAINT MALO;RENNES;;
